code,file_path,category,severity,cwe,confidence,language,project,is_vulnerable,context,code_length,has_exec,has_sql,has_memcpy,has_password,has_verify_false,is_test_file,is_config_file,context_length,context_has_bounds_check,severity_encoded,lang_C/C++,lang_Go,lang_JavaScript,lang_Python,cat_Buffer Overflow,cat_Command Injection,cat_Hardcoded Credentials,cat_Information Disclosure,cat_Insecure Data Transmission,cat_Insecure RPC,cat_Integer Overflow,cat_Path Traversal,cat_Private Key Exposure,cat_Race Condition,cat_SQL Injection,cat_Unchecked Return Value,cat_Use After Free,cat_Weak Cryptography
"std::memcpy(host_, host.data(), length);",src/net/tor_address.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    {
        // this is a private constructor, throw if moved to public
        assert(host.size() < sizeof(host_));",40,0,0,1,0,0,0,0,117,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"std::memcpy(host_, unknown_host, sizeof(unknown_host));",src/net/tor_address.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
    tor_address::tor_address() noexcept
      : port_(0)",55,0,0,1,0,0,0,0,57,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"std::memcpy(host_, in.host.data(), in.host.size());",src/net/tor_address.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    bool tor_address::_load(epee::serialization::portable_storage& src, epee::serialization::section* hparent)
    {
        tor_serialized in{};",51,0,0,1,0,0,0,0,145,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"std::memcpy(host_, unknown_host, sizeof(unknown_host)); // include null terminator",src/net/tor_address.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"            std::memset(host_ + in.host.size(), 0, sizeof(host_) - in.host.size());
            port_ = in.port;
            return true;",82,0,0,1,0,0,0,0,137,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"std::memcpy(host_, rhs.host_, sizeof(host_));",src/net/tor_address.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    }

    tor_address::tor_address(const tor_address& rhs) noexcept",45,0,0,1,0,0,0,0,68,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"std::memcpy(host_, rhs.host_, sizeof(host_));",src/net/tor_address.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    tor_address& tor_address::operator=(const tor_address& rhs) noexcept
    {
        if (this != std::addressof(rhs))",45,0,0,1,0,0,0,0,119,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SHELLEXECUTEINFO info{};,src/daemonizer/windows_service.cpp,Command Injection,CRITICAL,CWE-78,0.8,C/C++,Electroneum,1,"  bool relaunch_as_admin(
      std::string const & command
    , std::string const & arguments",24,1,0,0,0,0,0,0,95,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
if (!ShellExecuteEx(&info)),src/daemonizer/windows_service.cpp,Command Injection,CRITICAL,CWE-78,0.9,C/C++,Electroneum,1,"    info.lpVerb = ""runas"";
    info.lpFile = command.c_str();
    info.lpParameters = arguments.c_str();",27,1,0,0,0,0,0,0,104,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(data, ""amount"", 6);",src/ringct/rctOps.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    // where C= aG + bH
    static key ecdhHash(const key &k)
    {",26,0,0,1,0,0,0,0,67,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(data + 6, &k, sizeof(k));",src/ringct/rctOps.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    static key ecdhHash(const key &k)
    {
        char data[38];",32,0,0,1,0,0,0,0,66,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(data, ""commitment_mask"", 15);",src/ringct/rctOps.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"            v.bytes[i] ^= k.bytes[i];
    }
    key genCommitmentMask(const key &sk)",36,0,0,1,0,0,0,0,84,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(data + 15, &sk, sizeof(sk));",src/ringct/rctOps.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    }
    key genCommitmentMask(const key &sk)
    {",35,0,0,1,0,0,0,0,52,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(seckey1, m_wallet->get_account().get_keys().m_spend_secret_key.data, 32);",src/simplewallet/simplewallet.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    unsigned char seckey1[32];
    unsigned char public_key64[65];
    size_t pk_len = 65;",80,0,0,1,1,0,0,0,90,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(address, pubkey1.data + 12, 20); // take the last 20 bytes of the 32 byte array for the address",src/simplewallet/simplewallet.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    // as keccak-256 with a 32 byte output. 24 rounds is the default in Monero for keccak()
    // the first byte is the compression type so hash the 64 bytes after the first byte only
    // I have put the 32 byte hash inside  pubkey1.data just to save time",102,0,0,1,1,0,0,0,258,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"if (!fgets(str, sizeof(str), f.get()))",src/simplewallet/simplewallet.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    std::unique_ptr<FILE, tools::close_file> f(fopen(args[0].c_str(), ""r""));
    if (f)
    {",38,0,0,0,0,0,0,0,93,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&txid, &key_images[0], sizeof(txid));",src/simplewallet/simplewallet.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      fail_msg_writer() << tr(""Invalid key image or txid"");
      return true;
    }",44,0,0,1,1,0,0,0,84,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"if (!fgets(str, sizeof(str), f.get()))",src/simplewallet/simplewallet.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      std::unique_ptr<FILE, tools::close_file> f(fopen(args[0].c_str(), ""r""));
      if (f)
      {",38,0,0,0,0,0,0,0,99,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"success_msg_writer() << ""ask-password = "" << m_wallet->ask_password() << "" ("" << ask_password_string << "")"";",src/simplewallet/simplewallet.cpp,Hardcoded Credentials,CRITICAL,CWE-798,0.7,C/C++,Electroneum,1,"    success_msg_writer() << ""default-ring-size = "" << (m_wallet->default_mixin() ? m_wallet->default_mixin() + 1 : 0);
    success_msg_writer() << ""auto-refresh = "" << m_wallet->auto_refresh();
    success_msg_writer() << ""refresh-type = "" << get_refresh_type_name(m_wallet->get_refresh_type());",108,0,0,0,1,0,0,0,295,0,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"uint64_t unlocked_balance = m_wallet->unlocked_balance(m_current_subaddress_account, false, &blocks_to_unlock);",src/simplewallet/simplewallet.cpp,Race Condition,HIGH,CWE-362,0.7,C/C++,Electroneum,1,"  success_msg_writer() << tr(""Currently selected account: ["") << m_current_subaddress_account << tr(""] "") << m_wallet->get_subaddress_label({m_current_subaddress_account, 0});
  const std::string tag = m_wallet->get_account_tags().second[m_current_subaddress_account];
  success_msg_writer() << tr(""Tag: "") << (tag.empty() ? std::string{tr(""(No tag assigned)"")} : tag);",111,0,0,0,0,0,0,0,369,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"uint64_t unlocked_balance_public_chain = m_wallet->unlocked_balance(m_current_subaddress_account, true, &blocks_to_unlock_public_chain);",src/simplewallet/simplewallet.cpp,Race Condition,HIGH,CWE-362,0.7,C/C++,Electroneum,1,"  const std::string tag = m_wallet->get_account_tags().second[m_current_subaddress_account];
  success_msg_writer() << tr(""Tag: "") << (tag.empty() ? std::string{tr(""(No tag assigned)"")} : tag);
",136,0,0,0,0,0,0,0,194,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"std::map<uint32_t, uint64_t> balance_per_subaddress = m_wallet->balance_per_subaddress(m_current_subaddress_account);",src/simplewallet/simplewallet.cpp,Race Condition,HIGH,CWE-362,0.7,C/C++,Electroneum,1,"    success_msg_writer() << tr(""Balance: "") << print_etn(m_wallet->balance(m_current_subaddress_account, true))
                         << "", ""
                         << tr(""Unlocked balance: "") << print_etn(unlocked_balance_public_chain) << unlock_time_message_public_chain << extra;",117,0,0,0,0,0,0,0,287,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"std::map<uint32_t, std::pair<uint64_t, uint64_t>> unlocked_balance_per_subaddress = m_wallet->unlocked_balance_per_subaddress(m_current_subaddress_account);",src/simplewallet/simplewallet.cpp,Race Condition,HIGH,CWE-362,0.7,C/C++,Electroneum,1,"                         << "", ""
                         << tr(""Unlocked balance: "") << print_etn(unlocked_balance_public_chain) << unlock_time_message_public_chain << extra;
  }",156,0,0,0,0,0,0,0,179,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"std::map<uint32_t, uint64_t> balance_per_subaddress_public_chain = m_wallet->balance_per_subaddress(m_current_subaddress_account, true);",src/simplewallet/simplewallet.cpp,Race Condition,HIGH,CWE-362,0.7,C/C++,Electroneum,1,"                         << tr(""Unlocked balance: "") << print_etn(unlocked_balance_public_chain) << unlock_time_message_public_chain << extra;
  }
",136,0,0,0,0,0,0,0,147,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"std::map<uint32_t, std::pair<uint64_t, uint64_t>> unlocked_balance_per_subaddress_public_chain = m_wallet->unlocked_balance_per_subaddress(m_current_subaddress_account, true);",src/simplewallet/simplewallet.cpp,Race Condition,HIGH,CWE-362,0.7,C/C++,Electroneum,1,"  }

  std::map<uint32_t, uint64_t> balance_per_subaddress = m_wallet->balance_per_subaddress(m_current_subaddress_account);",175,0,0,0,0,0,0,0,124,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"memcpy(payment_id.data, info.payment_id.data, 8); // convert short pid to regular",src/simplewallet/simplewallet.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
      crypto::hash payment_id;
      std::string extra_nonce;",81,0,0,1,0,0,0,0,62,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(payment_id.data, info.payment_id.data, 8); // convert short pid to regular",src/simplewallet/simplewallet.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      return true;
    }
",81,0,0,1,0,0,0,0,25,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(payment_id.data, info.payment_id.data, 8); // convert short pid to regular",src/simplewallet/simplewallet.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      return true;
    }
",81,0,0,1,0,0,0,0,25,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(payment_id.data, payment_id8.data, 8); // convert short pid to regular",src/simplewallet/simplewallet.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"            payment_id_string += std::string(""dummy payment ID"");
          }
          else",77,0,0,1,0,0,0,0,92,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
running_balance += transfer.amount;,src/simplewallet/simplewallet.cpp,Integer Overflow,HIGH,CWE-190,0.6,C/C++,Electroneum,1,"  {
    // ignore unconfirmed transfers in running balance
    if (transfer.confirmed)",35,0,0,0,0,0,0,0,86,0,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"uint64_t total_balance = 0, total_unlocked_balance = 0, total_balance_public_chain = 0, total_unlocked_balance_public_chain = 0;",src/simplewallet/simplewallet.cpp,Race Condition,HIGH,CWE-362,0.6,C/C++,Electroneum,1,"    }
    success_msg_writer() << tr(""Accounts with tag: "") << tag;
    success_msg_writer() << tr(""Tag's description: "") << account_tags.first.find(tag)->second;",128,0,0,0,0,0,0,0,162,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"total_balance += m_wallet->balance(account_index, false);",src/simplewallet/simplewallet.cpp,Integer Overflow,HIGH,CWE-190,0.7,C/C++,Electroneum,1,"                                    % account_index
                                    % m_wallet->get_subaddress_as_str({account_index, 0}).substr(0, 6)
                                    % print_etn(m_wallet->balance(account_index, false))",57,0,0,0,0,0,0,0,243,0,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"total_balance += m_wallet->balance(account_index, false);",src/simplewallet/simplewallet.cpp,Race Condition,HIGH,CWE-362,0.7,C/C++,Electroneum,1,"                                    % account_index
                                    % m_wallet->get_subaddress_as_str({account_index, 0}).substr(0, 6)
                                    % print_etn(m_wallet->balance(account_index, false))",57,0,0,0,0,0,0,0,243,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"total_unlocked_balance += m_wallet->unlocked_balance(account_index, false);",src/simplewallet/simplewallet.cpp,Integer Overflow,HIGH,CWE-190,0.7,C/C++,Electroneum,1,"                                    % m_wallet->get_subaddress_as_str({account_index, 0}).substr(0, 6)
                                    % print_etn(m_wallet->balance(account_index, false))
                                    % print_etn(m_wallet->unlocked_balance(account_index, false))",75,0,0,0,0,0,0,0,289,0,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"total_unlocked_balance += m_wallet->unlocked_balance(account_index, false);",src/simplewallet/simplewallet.cpp,Race Condition,HIGH,CWE-362,0.7,C/C++,Electroneum,1,"                                    % m_wallet->get_subaddress_as_str({account_index, 0}).substr(0, 6)
                                    % print_etn(m_wallet->balance(account_index, false))
                                    % print_etn(m_wallet->unlocked_balance(account_index, false))",75,0,0,0,0,0,0,0,289,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"total_balance_public_chain += m_wallet->balance(account_index, true);",src/simplewallet/simplewallet.cpp,Race Condition,HIGH,CWE-362,0.7,C/C++,Electroneum,1,"                                    % account_index
                                    % m_wallet->get_subaddress_as_str({account_index, 0}).substr(0, 6)
                                    % print_etn(m_wallet->balance(account_index, true))",69,0,0,0,0,0,0,0,242,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"total_unlocked_balance_public_chain += m_wallet->unlocked_balance(account_index, true);",src/simplewallet/simplewallet.cpp,Race Condition,HIGH,CWE-362,0.7,C/C++,Electroneum,1,"                                    % m_wallet->get_subaddress_as_str({account_index, 0}).substr(0, 6)
                                    % print_etn(m_wallet->balance(account_index, true))
                                    % print_etn(m_wallet->unlocked_balance(account_index, true))",87,0,0,0,0,0,0,0,287,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"memcpy(payment_id.data, info.payment_id.data, 8);",src/simplewallet/simplewallet.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    }
    crypto::hash payment_id = crypto::null_hash;
    size_t description_start = 2;",49,0,0,1,0,0,0,0,88,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"if (!fgets(s, sizeof(s), f))",src/blockchain_utilities/blockchain_blackball.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    return {};
  }
  while (1)",28,0,0,0,0,0,0,0,30,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"sprintf(buf, ""\t%02u:00"", i);",src/blockchain_utilities/blockchain_stats.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    std::cout << ""\tRingMin\tRingMax\tRingAvg"";
  if (do_hours) {
    char buf[8];",29,0,0,1,0,0,0,0,82,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"if (!fgets(s, sizeof(s), f))",src/blockchain_utilities/blockchain_prune_known_spent_data.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    return {};
  }
  while (1)",28,0,0,0,0,0,0,0,30,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"sprintf(outputBuffer + (i * 2), ""%02x"", hash[i]);",src/blockchain_utilities/blockchain_import.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"{
    int i = 0;
",49,0,0,1,0,0,0,0,17,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&recv_derivation, rct::identity().bytes, sizeof(recv_derivation));",src/cryptonote_basic/cryptonote_format_utils.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    crypto::key_derivation recv_derivation = AUTO_VAL_INIT(recv_derivation);
    bool r = hwdev.generate_key_derivation(tx_public_key, ack.m_view_secret_key, recv_derivation);
    if (!r)",73,0,0,1,0,0,0,0,187,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&tx_extra[pos], tx_extra_str.data(), tx_extra_str.size());",src/cryptonote_basic/cryptonote_format_utils.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    CHECK_AND_NO_ASSERT_MES_L1(r, false, ""failed to serialize tx extra additional tx pub keys"");
    // append
    std::string tx_extra_str = oss.str();",65,0,0,1,0,0,0,0,152,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&tx_extra[start_pos], extra_nonce.data(), extra_nonce.size());",src/cryptonote_basic/cryptonote_format_utils.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    //write len
    ++start_pos;
    tx_extra[start_pos] = static_cast<uint8_t>(extra_nonce.size());",69,0,0,1,0,0,0,0,100,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&tx_extra[start_pos], bridge_source_address.data(), bridge_source_address.size());",src/cryptonote_basic/cryptonote_format_utils.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        //write len
        ++start_pos;
        tx_extra[start_pos] = static_cast<uint8_t>(bridge_source_address.size());",89,0,0,1,0,0,0,0,122,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&tx_extra[start_pos], bridge_smartchain_address.data(), bridge_smartchain_address.size());",src/cryptonote_basic/cryptonote_format_utils.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        //write len
        ++start_pos;
        tx_extra[start_pos] = static_cast<uint8_t>(bridge_smartchain_address.size());",97,0,0,1,0,0,0,0,126,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"s.insert(0, decimal_point+1 - s.size(), '0');",src/cryptonote_basic/cryptonote_format_utils.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"    if (decimal_point == (unsigned int)-1)
      decimal_point = default_decimal_point;
    std::string s = std::to_string(amount);",45,0,1,0,0,0,0,0,131,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"memcpy(data.data(), &base_key, sizeof(base_key));",src/cryptonote_basic/account.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  //-----------------------------------------------------------------
  static void derive_key(const crypto::chacha_key &base_key, crypto::chacha_key &key)
  {",49,0,0,1,1,0,0,0,159,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(reinterpret_cast<uint8_t*>(&res) + sizeof(uint64_t) - size, data, size);",src/common/base58.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      uint64_t uint_8be_to_64(const uint8_t* data, size_t size)
      {
        assert(1 <= size && size <= sizeof(uint64_t));",79,0,0,1,0,0,0,0,126,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(data, reinterpret_cast<uint8_t*>(&num_be) + sizeof(uint64_t) - size, size);",src/common/base58.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      void uint_64_to_8be(uint64_t num, size_t size, uint8_t* data)
      {
        assert(1 <= size && size <= sizeof(uint64_t));",82,0,0,1,0,0,0,0,130,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"extern ""C"" void* memcpy(void* a, const void* b, size_t c)",src/common/compat/glibc_compat.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"#endif

// Prior to GLIBC_2.14, memcpy was aliased to memmove.",57,0,0,1,0,0,0,0,62,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&ki, &hash, sizeof(ki));",src/daemon/command_parser_executor.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  const std::string& str = args.front();
  crypto::key_image ki;
  crypto::hash hash;",31,0,0,1,0,0,0,0,85,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
req.privateKey = privateKey;,src/daemon/rpc_command_executor.cpp,Private Key Exposure,CRITICAL,CWE-798,0.6,C/C++,Electroneum,1,"  cryptonote::COMMAND_RPC_SIGN_MESSAGE::request req;
  cryptonote::COMMAND_RPC_SIGN_MESSAGE::response res;
  std::string fail_message = ""Unsuccessful"";",28,0,0,0,1,0,0,0,151,0,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"if(!ins.insert(std::string(tokey_in.tx_hash.data, 32) + std::to_string(tokey_in.relative_offset)).second)",src/cryptonote_core/blockchain.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"    //check for duplicate inputs
    std::unordered_set<std::string> ins;
    for(const auto& in: tx.vin)",105,0,1,0,1,0,0,0,105,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"memcpy(hash.data, p, sizeof(hash.data));",src/cryptonote_core/blockchain.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"      {
        p += sizeof(uint32_t);
        for (uint32_t i = 0; i < nblocks; i++)",40,0,0,1,0,0,0,0,85,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"if(!ins.insert(std::string(tokey_in.tx_hash.data, 32) + std::to_string(tokey_in.relative_offset)).second)",src/cryptonote_core/cryptonote_core.cpp,SQL Injection,HIGH,CWE-89,0.7,C/C++,Electroneum,1,"  {
    std::unordered_set<std::string> ins;
    for(const auto& in: tx.vin)",105,0,1,0,1,0,0,0,76,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"memcpy(seckey1, sender_account_keys.m_spend_secret_key.data, 32);",src/cryptonote_core/cryptonote_tx_utils.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"            unsigned char seckey1[32];
            unsigned char public_key64[65];
            size_t pk_len = 65;",65,0,0,1,1,0,0,0,114,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(address, pubkey1.data + 12, 20); // take the last 20 bytes of the 32 byte array for the address",src/cryptonote_core/cryptonote_tx_utils.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"            // as keccak-256 with a 32 byte output. 24 rounds is the default in Monero for keccak()
            // the first byte is the compression type so hash the 64 bytes after the first byte only
            // I have put the 32 byte hash inside  pubkey1.data just to save time",102,0,0,1,1,0,0,0,282,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(payment_id.data, payment_id8.data, 8); // convert short pid to regular",src/cryptonote_core/cryptonote_tx_utils.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        {
          LOG_PRINT_L2(""Adding cleartext payment ID to extra nonce. Encrypted PIDs are now deprecated."" << payment_id8);
",77,0,0,1,0,0,0,0,131,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(data.get(), bd.data(), bd.size());",src/blockchain_db/lmdb/db_lmdb.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"struct MDB_val_copy<cryptonote::blobdata>: public MDB_val
{
  MDB_val_copy(const cryptonote::blobdata &bd) :",41,0,0,1,0,0,0,0,108,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(mv_data, s, size);",src/blockchain_db/lmdb/db_lmdb.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"    size(strlen(s)+1), // include the NUL, makes it easier for compares
    data(new char[size])
  {",25,0,0,1,0,0,0,0,100,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&va, a->mv_data, sizeof(va));",src/blockchain_db/lmdb/db_lmdb.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"{

int BlockchainLMDB::compare_uint64(const MDB_val *a, const MDB_val *b)",36,0,0,1,0,0,0,0,73,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&vb, b->mv_data, sizeof(vb));",src/blockchain_db/lmdb/db_lmdb.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"
int BlockchainLMDB::compare_uint64(const MDB_val *a, const MDB_val *b)
{",36,0,0,1,0,0,0,0,73,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&pruning_seed, v.mv_data, sizeof(pruning_seed));",src/blockchain_db/lmdb/db_lmdb.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  if (result)
    throw0(DB_ERROR(lmdb_error(""Failed to retrieve pruning seed: "", result).c_str()));
  if (v.mv_size != sizeof(uint32_t))",55,0,0,1,0,0,0,0,137,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&block_height, v.mv_data, sizeof(block_height));",src/blockchain_db/lmdb/db_lmdb.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        break;
      if (ret)
        throw0(DB_ERROR(lmdb_error(""Failed to enumerate transactions: "", ret).c_str()));",55,0,0,1,0,0,0,0,118,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&ti, v.mv_data, sizeof(ti));",src/blockchain_db/lmdb/db_lmdb.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"        throw0(DB_ERROR(lmdb_error(""Failed to enumerate transactions: "", ret).c_str()));

      ++n_total_records;",35,0,0,1,0,0,0,0,114,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"memcpy(&max_block_size, v.mv_data, sizeof(max_block_size));",src/blockchain_db/lmdb/db_lmdb.cpp,Buffer Overflow,CRITICAL,CWE-120,0.9,C/C++,Electroneum,1,"  if (result)
    throw0(DB_ERROR(lmdb_error(""Failed to retrieve max block size: "", result).c_str()));
  if (v.mv_size != sizeof(uint64_t))",59,0,0,1,0,0,0,0,139,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
