id,vulnerability_type,severity_level,protocol,contract_type,code_snippet,bounty_amount,description,line_count,function_count,external_calls,require_statements,has_payable,has_external,uses_msg_sender,uses_block_timestamp,code_length
sc_integer_overflow_100,integer_overflow,High,MakerDAO,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",44231.93,High integer_overflow in MakerDAO DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_101,integer_overflow,High,Uniswap,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",122491.08,High integer_overflow in Uniswap Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_102,integer_overflow,High,Uniswap,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",134445.64,High integer_overflow in Uniswap DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_103,integer_overflow,High,MakerDAO,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",62133.84,High integer_overflow in MakerDAO ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_104,integer_overflow,High,Curve,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",129474.86,High integer_overflow in Curve Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_105,integer_overflow,High,Compound,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",55486.5,High integer_overflow in Compound Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_106,integer_overflow,High,Aave,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",56839.91,High integer_overflow in Aave Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_107,integer_overflow,High,SushiSwap,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",64523.24,High integer_overflow in SushiSwap ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_108,integer_overflow,High,Compound,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",73547.83,High integer_overflow in Compound ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_109,integer_overflow,High,Compound,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",58284.86,High integer_overflow in Compound Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_110,integer_overflow,High,Aave,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",82206.24,High integer_overflow in Aave ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_111,integer_overflow,High,MakerDAO,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",41998.9,High integer_overflow in MakerDAO Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_112,integer_overflow,High,SushiSwap,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",80004.96,High integer_overflow in SushiSwap Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_113,integer_overflow,High,Aave,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",122781.34,High integer_overflow in Aave DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_114,integer_overflow,High,SushiSwap,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",102767.73,High integer_overflow in SushiSwap Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_115,integer_overflow,High,Aave,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",159371.02,High integer_overflow in Aave ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_116,integer_overflow,High,Aave,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",151613.67,High integer_overflow in Aave Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_117,integer_overflow,High,MakerDAO,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",99258.76,High integer_overflow in MakerDAO Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_118,integer_overflow,High,Aave,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",42646.78,High integer_overflow in Aave Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_119,integer_overflow,High,Uniswap,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",120929.96,High integer_overflow in Uniswap Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_120,integer_overflow,High,Curve,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",91634.06,High integer_overflow in Curve ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_121,integer_overflow,High,SushiSwap,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",72841.36,High integer_overflow in SushiSwap Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_122,integer_overflow,High,Curve,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",123858.38,High integer_overflow in Curve Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_123,integer_overflow,High,Uniswap,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",94236.06,High integer_overflow in Uniswap Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_124,integer_overflow,High,MakerDAO,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",81905.67,High integer_overflow in MakerDAO ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_125,integer_overflow,High,Uniswap,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",45803.61,High integer_overflow in Uniswap Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_126,integer_overflow,High,Curve,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",118829.52,High integer_overflow in Curve Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_127,integer_overflow,High,Aave,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",44327.76,High integer_overflow in Aave Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_128,integer_overflow,High,Compound,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",71137.61,High integer_overflow in Compound Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_129,integer_overflow,High,Curve,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",125920.15,High integer_overflow in Curve Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_130,integer_overflow,High,Uniswap,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",45806.91,High integer_overflow in Uniswap ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_131,integer_overflow,High,MakerDAO,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",147760.23,High integer_overflow in MakerDAO ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_132,integer_overflow,High,Curve,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",121543.07,High integer_overflow in Curve Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_133,integer_overflow,High,Compound,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",149199.77,High integer_overflow in Compound Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_134,integer_overflow,High,Uniswap,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",59976.61,High integer_overflow in Uniswap DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_135,integer_overflow,High,Curve,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",58509.78,High integer_overflow in Curve Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_136,integer_overflow,High,Curve,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",132705.46,High integer_overflow in Curve ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_137,integer_overflow,High,Aave,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",66378.48,High integer_overflow in Aave Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_138,integer_overflow,High,Compound,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",137201.36,High integer_overflow in Compound Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_139,integer_overflow,High,Uniswap,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",53644.75,High integer_overflow in Uniswap Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_140,integer_overflow,High,Uniswap,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",125742.75,High integer_overflow in Uniswap Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_141,integer_overflow,High,SushiSwap,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",88889.9,High integer_overflow in SushiSwap Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_142,integer_overflow,High,MakerDAO,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",112014.38,High integer_overflow in MakerDAO DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_143,integer_overflow,High,Aave,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",99911.68,High integer_overflow in Aave Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_144,integer_overflow,High,Compound,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",81988.52,High integer_overflow in Compound Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_145,integer_overflow,High,SushiSwap,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",75332.82,High integer_overflow in SushiSwap ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_146,integer_overflow,High,MakerDAO,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",114231.24,High integer_overflow in MakerDAO Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_147,integer_overflow,High,SushiSwap,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",126639.49,High integer_overflow in SushiSwap Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_148,integer_overflow,High,SushiSwap,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",92258.27,High integer_overflow in SushiSwap Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_149,integer_overflow,High,Uniswap,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",105079.99,High integer_overflow in Uniswap ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_150,integer_overflow,High,MakerDAO,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",131908.51,High integer_overflow in MakerDAO DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_151,integer_overflow,High,MakerDAO,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",63970.5,High integer_overflow in MakerDAO ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_152,integer_overflow,High,Curve,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",94161.64,High integer_overflow in Curve ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_153,integer_overflow,High,MakerDAO,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",152637.47,High integer_overflow in MakerDAO ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_154,integer_overflow,High,Aave,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",52169.9,High integer_overflow in Aave Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_155,integer_overflow,High,SushiSwap,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",92922.56,High integer_overflow in SushiSwap Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_156,integer_overflow,High,MakerDAO,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",95952.34,High integer_overflow in MakerDAO DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_157,integer_overflow,High,Curve,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",134851.95,High integer_overflow in Curve Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_158,integer_overflow,High,Uniswap,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",88055.89,High integer_overflow in Uniswap ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_159,integer_overflow,High,Aave,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",116966.18,High integer_overflow in Aave ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_160,integer_overflow,High,Curve,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",119735.51,High integer_overflow in Curve Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_161,integer_overflow,High,Aave,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",123887.06,High integer_overflow in Aave Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_162,integer_overflow,High,Uniswap,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",62871.4,High integer_overflow in Uniswap Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_163,integer_overflow,High,Compound,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",118182.32,High integer_overflow in Compound ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_164,integer_overflow,High,Aave,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",79450.48,High integer_overflow in Aave ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_165,integer_overflow,High,Uniswap,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",123701.09,High integer_overflow in Uniswap Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_166,integer_overflow,High,SushiSwap,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",156432.38,High integer_overflow in SushiSwap Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_167,integer_overflow,High,Uniswap,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",86023.65,High integer_overflow in Uniswap ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_168,integer_overflow,High,Compound,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",159693.42,High integer_overflow in Compound DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_169,integer_overflow,High,Curve,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",60780.83,High integer_overflow in Curve Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_170,integer_overflow,High,Compound,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",101176.69,High integer_overflow in Compound Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_171,integer_overflow,High,Aave,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",132044.79,High integer_overflow in Aave Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_172,integer_overflow,High,Curve,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",112813.92,High integer_overflow in Curve Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_173,integer_overflow,High,Aave,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",66743.55,High integer_overflow in Aave Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_174,integer_overflow,High,Compound,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",62404.93,High integer_overflow in Compound Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_175,integer_overflow,High,SushiSwap,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",158362.21,High integer_overflow in SushiSwap DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_176,integer_overflow,High,Uniswap,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",43215.95,High integer_overflow in Uniswap Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_177,integer_overflow,High,SushiSwap,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",107157.47,High integer_overflow in SushiSwap Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_178,integer_overflow,High,Aave,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",95358.98,High integer_overflow in Aave DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_179,integer_overflow,High,Compound,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",79749.59,High integer_overflow in Compound Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_180,integer_overflow,High,Aave,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",122075.52,High integer_overflow in Aave ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_181,integer_overflow,High,Uniswap,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",76655.61,High integer_overflow in Uniswap DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_182,integer_overflow,High,Curve,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",84479.23,High integer_overflow in Curve ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_183,integer_overflow,High,Aave,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",61861.04,High integer_overflow in Aave ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_184,integer_overflow,High,Aave,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",88321.24,High integer_overflow in Aave Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_185,integer_overflow,High,MakerDAO,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",65110.3,High integer_overflow in MakerDAO Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_186,integer_overflow,High,Aave,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",52434.24,High integer_overflow in Aave ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_187,integer_overflow,High,Aave,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",126413.22,High integer_overflow in Aave DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_188,integer_overflow,High,Compound,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",117984.97,High integer_overflow in Compound Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_189,integer_overflow,High,Compound,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",91476.49,High integer_overflow in Compound Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_190,integer_overflow,High,MakerDAO,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",151308.08,High integer_overflow in MakerDAO Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_191,integer_overflow,High,Compound,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",136654.44,High integer_overflow in Compound Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_192,integer_overflow,High,SushiSwap,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",116042.67,High integer_overflow in SushiSwap DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_193,integer_overflow,High,MakerDAO,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",103093.84,High integer_overflow in MakerDAO DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_194,integer_overflow,High,SushiSwap,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",87436.36,High integer_overflow in SushiSwap Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_195,integer_overflow,High,SushiSwap,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",69258.94,High integer_overflow in SushiSwap ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_196,integer_overflow,High,MakerDAO,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",81008.08,High integer_overflow in MakerDAO ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_197,integer_overflow,High,MakerDAO,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",48318.56,High integer_overflow in MakerDAO Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_198,integer_overflow,High,Compound,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",77960.7,High integer_overflow in Compound Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_199,integer_overflow,High,SushiSwap,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",109557.32,High integer_overflow in SushiSwap Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_200,integer_overflow,High,Curve,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",143824.29,High integer_overflow in Curve ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_201,integer_overflow,High,MakerDAO,Governor,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",157481.14,High integer_overflow in MakerDAO Governor,6,1,0,0,0,0,1,0,150
sc_integer_overflow_202,integer_overflow,High,MakerDAO,ERC20,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",76214.63,High integer_overflow in MakerDAO ERC20,6,1,0,0,0,0,1,0,150
sc_integer_overflow_203,integer_overflow,High,Compound,Vault,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",85855.93,High integer_overflow in Compound Vault,6,1,0,0,0,0,1,0,150
sc_integer_overflow_204,integer_overflow,High,SushiSwap,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",157157.47,High integer_overflow in SushiSwap DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_205,integer_overflow,High,SushiSwap,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",101037.43,High integer_overflow in SushiSwap Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_206,integer_overflow,High,MakerDAO,DEX,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",137102.57,High integer_overflow in MakerDAO DEX,6,1,0,0,0,0,1,0,150
sc_integer_overflow_207,integer_overflow,High,Curve,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",74565.66,High integer_overflow in Curve Proxy,6,1,0,0,0,0,1,0,150
sc_integer_overflow_208,integer_overflow,High,Compound,Proxy,"
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    return true;
}",42256.21,High integer_overflow in Compound Proxy,6,1,0,0,0,0,1,0,150
